A — policy_name,B — policy_url,C — policy_year,D — policy_objective,E — policy_target,F — policy_target_text,G — policy_type,H — policy_type_justification,I — policy_integration,J — policy_sectors_list,K — policy_circularity,L — policy_lifecycle_phases_list,M — policy_budget,N — policy_budget_text,O — policy_score [auto],P — instrument_type,Q — instrument_lifecycle_stage,R — instrument_description,S — instrument_in_force,T — instrument_implementation,U — instrument_implementation_text,V — instrument_score [auto],W — comments
"Regulamento sobre Padrões de Qualidade Ambiental e de Emissão de Efluentes (Decreto n.º 18/2004, alterado pelo Decreto n.º 67/2010)",https://biblioteca.biofund.org.mz/biblioteca_virtual/decreto-n-o-182004-de-2-de-junho-regulamento-sobre-padroes-de-qualidade-ambiental-e-de-emissao-de-efluentes/,2010,"Establish national environmental quality standards and effluent/emission limits for air, water and industrial discharges to control pollutant concentrations, including standards and prohibitions relevant to waste burning, incineration, marine discharges, and industrial emissions affecting plastic and other waste streams.",0,,0.75,"Executive regulation (Regulamento) approved by Council of Ministers under Decree n.º 18/2004 and amended by Decree n.º 67/2010, issued under Article 33 of the Environment Law — sub-legislative instrument, not parliamentary legislation.",0.75,"industry, waste management, water, chemicals, municipalities, agriculture, fisheries",0.75,"production, disposal, environmental leakage",0.5,"Art. 23 (as amended): special authorization fees between 50,000.00 MT and 500,000.00 MT; ""40% para o Fundo do Ambiente""; Art. 24: administrative fines between 1,000,000.00 MT and 10,000,000.00 MT graded by EIA activity category.",[auto],0.2,Waste management,"Art. 3: Regulation applies to all public and private activities that directly or indirectly may interfere with environmental components (air, water, soil), covering industrial and waste-related emission sources.",1,0.5,"Art. 3 (per Decree 18/2004, cited in national EIA/legal summaries): broad application to activities affecting environmental components; linked to environmental licensing and inspection framework.",[auto],Scope instrument enabling application to plastic manufacturing and waste-disposal activities.
"Regulamento sobre Padrões de Qualidade Ambiental e de Emissão de Efluentes (Decreto n.º 18/2004, alterado pelo Decreto n.º 67/2010)",https://biblioteca.biofund.org.mz/biblioteca_virtual/decreto-n-o-182004-de-2-de-junho-regulamento-sobre-padroes-de-qualidade-ambiental-e-de-emissao-de-efluentes/,2010,"Establish national environmental quality standards and effluent/emission limits for air, water and industrial discharges to control pollutant concentrations, including standards and prohibitions relevant to waste burning, incineration, marine discharges, and industrial emissions affecting plastic and other waste streams.",0,,0.75,"Executive regulation (Regulamento) approved by Council of Ministers under Decree n.º 18/2004 and amended by Decree n.º 67/2010, issued under Article 33 of the Environment Law — sub-legislative instrument, not parliamentary legislation.",0.75,"industry, waste management, water, chemicals, municipalities, agriculture, fisheries",0.75,"production, disposal, environmental leakage",0.5,"Art. 23 (as amended): special authorization fees between 50,000.00 MT and 500,000.00 MT; ""40% para o Fundo do Ambiente""; Art. 24: administrative fines between 1,000,000.00 MT and 10,000,000.00 MT graded by EIA activity category.",[auto],1.0,Environmental leakage,"Art. 7 and Annex I (as amended by Decree 67/2010): National ambient air quality standards for SO₂, CO, O₃, particulate matter and related parameters with primary/secondary limits across defined averaging periods.",1,0.75,Annex I (Decree 67/2010): numeric concentration limits (µg/m³) for air pollutants including particulates; Art. 24 fines for violations; special authorization regime Art. 22-23.,[auto],Particulate standards relevant to open burning and incineration of waste including plastics.
"Regulamento sobre Padrões de Qualidade Ambiental e de Emissão de Efluentes (Decreto n.º 18/2004, alterado pelo Decreto n.º 67/2010)",https://biblioteca.biofund.org.mz/biblioteca_virtual/decreto-n-o-182004-de-2-de-junho-regulamento-sobre-padroes-de-qualidade-ambiental-e-de-emissao-de-efluentes/,2010,"Establish national environmental quality standards and effluent/emission limits for air, water and industrial discharges to control pollutant concentrations, including standards and prohibitions relevant to waste burning, incineration, marine discharges, and industrial emissions affecting plastic and other waste streams.",0,,0.75,"Executive regulation (Regulamento) approved by Council of Ministers under Decree n.º 18/2004 and amended by Decree n.º 67/2010, issued under Article 33 of the Environment Law — sub-legislative instrument, not parliamentary legislation.",0.75,"industry, waste management, water, chemicals, municipalities, agriculture, fisheries",0.75,"production, disposal, environmental leakage",0.5,"Art. 23 (as amended): special authorization fees between 50,000.00 MT and 500,000.00 MT; ""40% para o Fundo do Ambiente""; Art. 24: administrative fines between 1,000,000.00 MT and 10,000,000.00 MT graded by EIA activity category.",[auto],1.0,Production,"Art. 8: Establishes atmospheric pollutant emission standards per industrial establishment, limiting releases from stationary industrial sources.",1,0.75,Art. 8 (Decree 18/2004): emission standards by industrial establishment; Art. 10 chimney discharge rules; Art. 24 fines; authorization fees Art. 23.,[auto],Applies to industrial facilities including plastic production and processing plants.
"Regulamento sobre Padrões de Qualidade Ambiental e de Emissão de Efluentes (Decreto n.º 18/2004, alterado pelo Decreto n.º 67/2010)",https://biblioteca.biofund.org.mz/biblioteca_virtual/decreto-n-o-182004-de-2-de-junho-regulamento-sobre-padroes-de-qualidade-ambiental-e-de-emissao-de-efluentes/,2010,"Establish national environmental quality standards and effluent/emission limits for air, water and industrial discharges to control pollutant concentrations, including standards and prohibitions relevant to waste burning, incineration, marine discharges, and industrial emissions affecting plastic and other waste streams.",0,,0.75,"Executive regulation (Regulamento) approved by Council of Ministers under Decree n.º 18/2004 and amended by Decree n.º 67/2010, issued under Article 33 of the Environment Law — sub-legislative instrument, not parliamentary legislation.",0.75,"industry, waste management, water, chemicals, municipalities, agriculture, fisheries",0.75,"production, disposal, environmental leakage",0.5,"Art. 23 (as amended): special authorization fees between 50,000.00 MT and 500,000.00 MT; ""40% para o Fundo do Ambiente""; Art. 24: administrative fines between 1,000,000.00 MT and 10,000,000.00 MT graded by EIA activity category.",[auto],1.0,Production,Art. 10: Requires appropriate mechanisms for atmospheric pollutant discharges through chimneys/stacks.,1,0.5,Art. 10 (Decree 18/2004): mechanisms for atmospheric discharges via appropriate chimneys; enforcement via general penalty framework Art. 24.,[auto],Controls point-source air emissions from industrial stacks.
"Regulamento sobre Padrões de Qualidade Ambiental e de Emissão de Efluentes (Decreto n.º 18/2004, alterado pelo Decreto n.º 67/2010)",https://biblioteca.biofund.org.mz/biblioteca_virtual/decreto-n-o-182004-de-2-de-junho-regulamento-sobre-padroes-de-qualidade-ambiental-e-de-emissao-de-efluentes/,2010,"Establish national environmental quality standards and effluent/emission limits for air, water and industrial discharges to control pollutant concentrations, including standards and prohibitions relevant to waste burning, incineration, marine discharges, and industrial emissions affecting plastic and other waste streams.",0,,0.75,"Executive regulation (Regulamento) approved by Council of Ministers under Decree n.º 18/2004 and amended by Decree n.º 67/2010, issued under Article 33 of the Environment Law — sub-legislative instrument, not parliamentary legislation.",0.75,"industry, waste management, water, chemicals, municipalities, agriculture, fisheries",0.75,"production, disposal, environmental leakage",0.5,"Art. 23 (as amended): special authorization fees between 50,000.00 MT and 500,000.00 MT; ""40% para o Fundo do Ambiente""; Art. 24: administrative fines between 1,000,000.00 MT and 10,000,000.00 MT graded by EIA activity category.",[auto],1.0,End of life,"Annex V (air quality section, Decree 67/2010): Prohibits open-air burning of solid waste, liquid waste, or any other combustible material that causes environmental degradation.",1,1.0,"""é proibida a queima ao ar livre de resíduos sólidos, líquidos ou de qualquer outro material combustível, desde que cause degradação ambiental""; Art. 24: fines 1–10 million MT.",[auto],Directly applicable to open burning of plastic and mixed solid waste. Mandatory prohibition language.
"Regulamento sobre Padrões de Qualidade Ambiental e de Emissão de Efluentes (Decreto n.º 18/2004, alterado pelo Decreto n.º 67/2010)",https://biblioteca.biofund.org.mz/biblioteca_virtual/decreto-n-o-182004-de-2-de-junho-regulamento-sobre-padroes-de-qualidade-ambiental-e-de-emissao-de-efluentes/,2010,"Establish national environmental quality standards and effluent/emission limits for air, water and industrial discharges to control pollutant concentrations, including standards and prohibitions relevant to waste burning, incineration, marine discharges, and industrial emissions affecting plastic and other waste streams.",0,,0.75,"Executive regulation (Regulamento) approved by Council of Ministers under Decree n.º 18/2004 and amended by Decree n.º 67/2010, issued under Article 33 of the Environment Law — sub-legislative instrument, not parliamentary legislation.",0.75,"industry, waste management, water, chemicals, municipalities, agriculture, fisheries",0.75,"production, disposal, environmental leakage",0.5,"Art. 23 (as amended): special authorization fees between 50,000.00 MT and 500,000.00 MT; ""40% para o Fundo do Ambiente""; Art. 24: administrative fines between 1,000,000.00 MT and 10,000,000.00 MT graded by EIA activity category.",[auto],1.0,End of life,"Annex V: Prohibits installation and operation of domestic and industrial incinerators, except hospital incinerators.",1,0.75,"""proíbe-se a instalação e o funcionamento de incineradores domiciliares e industriais, excepto os hospitalares""; Art. 24: graduated fines by EIA category.",[auto],Major end-of-life instrument for plastic waste thermal treatment; hospital exemption reduces unconditionality score. Cross-reference Decree 94/2014 for municipal waste incineration rules.
"Regulamento sobre Padrões de Qualidade Ambiental e de Emissão de Efluentes (Decreto n.º 18/2004, alterado pelo Decreto n.º 67/2010)",https://biblioteca.biofund.org.mz/biblioteca_virtual/decreto-n-o-182004-de-2-de-junho-regulamento-sobre-padroes-de-qualidade-ambiental-e-de-emissao-de-efluentes/,2010,"Establish national environmental quality standards and effluent/emission limits for air, water and industrial discharges to control pollutant concentrations, including standards and prohibitions relevant to waste burning, incineration, marine discharges, and industrial emissions affecting plastic and other waste streams.",0,,0.75,"Executive regulation (Regulamento) approved by Council of Ministers under Decree n.º 18/2004 and amended by Decree n.º 67/2010, issued under Article 33 of the Environment Law — sub-legislative instrument, not parliamentary legislation.",0.75,"industry, waste management, water, chemicals, municipalities, agriculture, fisheries",0.75,"production, disposal, environmental leakage",0.5,"Art. 23 (as amended): special authorization fees between 50,000.00 MT and 500,000.00 MT; ""40% para o Fundo do Ambiente""; Art. 24: administrative fines between 1,000,000.00 MT and 10,000,000.00 MT graded by EIA activity category.",[auto],1.0,Production,Annex V: Authorises/requirement power to mandate automatic equipment measuring quantities and qualities of emitted pollutants when necessary.,0,0.25,"""Em caso necessário, poderá ser exigida a instalação e operação de equipamentos automáticos para medição das quantidades e qualidades dos poluentes emitidos.""",[auto],Enabling power ('poderá ser exigida'); scored in_force=0 per coding Rule 12.
"Regulamento sobre Padrões de Qualidade Ambiental e de Emissão de Efluentes (Decreto n.º 18/2004, alterado pelo Decreto n.º 67/2010)",https://biblioteca.biofund.org.mz/biblioteca_virtual/decreto-n-o-182004-de-2-de-junho-regulamento-sobre-padroes-de-qualidade-ambiental-e-de-emissao-de-efluentes/,2010,"Establish national environmental quality standards and effluent/emission limits for air, water and industrial discharges to control pollutant concentrations, including standards and prohibitions relevant to waste burning, incineration, marine discharges, and industrial emissions affecting plastic and other waste streams.",0,,0.75,"Executive regulation (Regulamento) approved by Council of Ministers under Decree n.º 18/2004 and amended by Decree n.º 67/2010, issued under Article 33 of the Environment Law — sub-legislative instrument, not parliamentary legislation.",0.75,"industry, waste management, water, chemicals, municipalities, agriculture, fisheries",0.75,"production, disposal, environmental leakage",0.5,"Art. 23 (as amended): special authorization fees between 50,000.00 MT and 500,000.00 MT; ""40% para o Fundo do Ambiente""; Art. 24: administrative fines between 1,000,000.00 MT and 10,000,000.00 MT graded by EIA activity category.",[auto],1.0,Environmental leakage,Annex V: Prohibits emission of odorous substances in quantities perceptible beyond the emitting property boundary; detection by credentialed agents.,1,0.75,"""Fica proibida a emissão de substâncias odoríferas na atmosfera em quantidades que possam ser perceptíveis fora dos limites da área de propriedade da fonte emissora""; credentialed agents.",[auto],Annex IB lists odorous substance thresholds including chemicals used in plastic production.
"Regulamento sobre Padrões de Qualidade Ambiental e de Emissão de Efluentes (Decreto n.º 18/2004, alterado pelo Decreto n.º 67/2010)",https://biblioteca.biofund.org.mz/biblioteca_virtual/decreto-n-o-182004-de-2-de-junho-regulamento-sobre-padroes-de-qualidade-ambiental-e-de-emissao-de-efluentes/,2010,"Establish national environmental quality standards and effluent/emission limits for air, water and industrial discharges to control pollutant concentrations, including standards and prohibitions relevant to waste burning, incineration, marine discharges, and industrial emissions affecting plastic and other waste streams.",0,,0.75,"Executive regulation (Regulamento) approved by Council of Ministers under Decree n.º 18/2004 and amended by Decree n.º 67/2010, issued under Article 33 of the Environment Law — sub-legislative instrument, not parliamentary legislation.",0.75,"industry, waste management, water, chemicals, municipalities, agriculture, fisheries",0.75,"production, disposal, environmental leakage",0.5,"Art. 23 (as amended): special authorization fees between 50,000.00 MT and 500,000.00 MT; ""40% para o Fundo do Ambiente""; Art. 24: administrative fines between 1,000,000.00 MT and 10,000,000.00 MT graded by EIA activity category.",[auto],1.0,Production,"Annex IA (Decree 67/2010): Air quality limits for inorganic and organic carcinogenic pollutants including benzene, formaldehyde, styrene, toluene, tetrachloroethylene and related substances.",1,0.75,"Annex IA: numeric limits (µg/m³) for lead, mercury, arsenic, benzene, formaldehyde, styrene, toluene, tetrachloroethylene, etc.; Art. 24 enforcement.",[auto],Styrene and toluene are directly relevant to plastics/polymers manufacturing emissions.
"Regulamento sobre Padrões de Qualidade Ambiental e de Emissão de Efluentes (Decreto n.º 18/2004, alterado pelo Decreto n.º 67/2010)",https://biblioteca.biofund.org.mz/biblioteca_virtual/decreto-n-o-182004-de-2-de-junho-regulamento-sobre-padroes-de-qualidade-ambiental-e-de-emissao-de-efluentes/,2010,"Establish national environmental quality standards and effluent/emission limits for air, water and industrial discharges to control pollutant concentrations, including standards and prohibitions relevant to waste burning, incineration, marine discharges, and industrial emissions affecting plastic and other waste streams.",0,,0.75,"Executive regulation (Regulamento) approved by Council of Ministers under Decree n.º 18/2004 and amended by Decree n.º 67/2010, issued under Article 33 of the Environment Law — sub-legislative instrument, not parliamentary legislation.",0.75,"industry, waste management, water, chemicals, municipalities, agriculture, fisheries",0.75,"production, disposal, environmental leakage",0.5,"Art. 23 (as amended): special authorization fees between 50,000.00 MT and 500,000.00 MT; ""40% para o Fundo do Ambiente""; Art. 24: administrative fines between 1,000,000.00 MT and 10,000,000.00 MT graded by EIA activity category.",[auto],1.0,Environmental leakage,"Art. 16 and Annex V: Standards for liquid industrial effluent quality and emissions before final discharge to receiving bodies; marine/ocean receptor criteria require near-absence of floating materials, oils, deposits, and artificial colorants.",1,0.75,"Art. 16 (Decree 18/2004): industrial effluent standards before receptor discharge; Annex V marine criteria: ""Materias flutuantes: virtualmente ausentes""; chemical tables with min/max limits (mg/l) for metals and organic substances.",[auto],Marine floating materials standard directly relevant to plastic leakage to ocean.
